Food_Name,Ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
Banana Modak,"banana, coconut, jaggery, rice flour",vegetarian,20,20,sweet,dessert,Maharashtra,West
Banana Olan,"banana, coconut milk, curry leaves",vegetarian,15,20,mild,main course,Kerala,South
Banana Pachadi,"banana, yogurt, coconut, mustard seeds",vegetarian,10,10,mild,side dish,Kerala,South
Banana Pakora,"banana, gram flour, spices, oil",vegetarian,15,15,spicy,snack,Punjab,North
Banana Pancake,"banana, flour, milk, sugar",vegetarian,10,15,sweet,breakfast,Goa,West
Banana Paratha,"banana, wheat flour, ghee, sugar",vegetarian,20,15,sweet,breakfast,Punjab,North
Banana Payasam,"banana, jaggery, coconut milk, cardamom",vegetarian,15,30,sweet,dessert,Kerala,South
Banana Phirni,"banana, rice, milk, sugar",vegetarian,15,25,sweet,dessert,Punjab,North
Banana Poori,"banana, wheat flour, sugar, cardamom",vegetarian,20,15,sweet,breakfast,Karnataka,South
Banana Pulao,"banana, rice, nuts, spices",vegetarian,20,25,sweet,main course,Karnataka,South
Banana Puli Curry,"banana, tamarind, jaggery, spices",vegetarian,15,25,tangy,main course,Kerala,South
Banana Pulissery,"banana, yogurt, coconut, cumin",vegetarian,15,20,mild,main course,Kerala,South
Banana Puttu,"banana, rice flour, coconut",vegetarian,20,20,mild,breakfast,Kerala,South
Banana Rabri,"banana, milk, sugar, cardamom",vegetarian,15,35,sweet,dessert,Uttar Pradesh,North
Banana Rasam,"banana, tamarind, tomato, spices",vegetarian,15,20,spicy,soup,Tamil Nadu,South
Banana Rice,"banana, rice, ghee, cardamom",vegetarian,15,20,sweet,main course,Tamil Nadu,South
Banana Sambar,"banana, lentils, tamarind, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Banana Sandesh,"banana, chhena, sugar, cardamom",vegetarian,20,15,sweet,dessert,West Bengal,East
Banana Sheera,"banana, semolina, ghee, sugar",vegetarian,15,20,sweet,dessert,Maharashtra,West
Banana Shrikhand,"banana, yogurt, sugar, cardamom",vegetarian,15,0,sweet,dessert,Gujarat,West
Banana Sundal,"banana, coconut, mustard seeds, curry leaves",vegetarian,10,10,mild,snack,Tamil Nadu,South
Banana Theeyal,"banana, roasted coconut, tamarind",vegetarian,20,25,spicy,main course,Kerala,South
Banana Thoran,"banana, coconut, mustard seeds, curry leaves",vegetarian,15,20,mild,side dish,Kerala,South
Banana Tikki,"banana, potato, spices",vegetarian,20,15,savory,snack,Uttar Pradesh,North
Banana Upma,"banana, semolina, curry leaves, mustard seeds",vegetarian,15,20,savory,breakfast,Karnataka,South
Banana Uttapam,"banana, rice batter, jaggery, cardamom",vegetarian,15,15,sweet,breakfast,Tamil Nadu,South
Banana Vada,"banana, rice flour, jaggery",vegetarian,20,15,sweet,snack,Kerala,South
Bandhakopir Torkari,"cabbage, mustard seeds, spices",vegetarian,15,25,savory,main course,West Bengal,East
Basundi,"milk, sugar, cardamom powder, saffron",vegetarian,15,45,sweet,dessert,Gujarat,West
Batata Bhaji,"Potato, peanut, curry leaves, green chilies",vegetarian ,10,20,spicy ,side dish ,Maharashtra, West
Beans Peanut Poriyal,"French beans, peanut, coconut, green chilies",vegetarian ,10,15,spicy ,side dish ,Tamil Nadu ,South
Begun Bhaja,"eggplant, mustard oil, turmeric",vegetarian,10,15,savory,side dish,West Bengal,East
Bengal Gram Sundal,"chana dal, coconut, curry leaves, mustard seeds",vegetarian,15,20,mild,snack,Tamil Nadu,South
Besan Ladoo,"gram flour, ghee, sugar, cardamom powder",vegetarian,15,20,sweet,dessert,Rajasthan,North
Besara,"mustard, mixed vegetables, spices",vegetarian,20,30,spicy,main course,Odisha,East
Bhapa Chingri,"prawn, mustard, coconut, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Bhapa Ilish,"fish, mustard paste, coconut, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Bhapa Ilish,"hilsa fish, mustard, yogurt, green chili",non vegetarian,20,25,spicy,main course,West Bengal,East
Bharli Vangi,"Brinjal, peanut, coconut, sesame seeds",vegetarian ,20,30,spicy ,main course,Maharashtra,West
Bharwa Karela,"bitter gourd, onion, fennel, spices",vegetarian,25,35,bitter,main course,Punjab,North
Bhel Puri,"Puffed rice, peanut, onion, mint chutney",vegetarian ,15,0,tangy ,snack ,Maharashtra ,West
Bhetki Paturi,"bhetki fish, mustard, coconut, banana leaf",non vegetarian,25,20,spicy,main course,West Bengal,East
Bhutta,"corn, butter, lemon juice, salt",vegetarian,5,15,savory,snack,Delhi,North
Bisi Bele Bath,"Rice, toor dal,  peanut,  ghee",vegetarian ,25,40,spicy ,main course,Karnataka,South
Bisi Bele Bath,"rice, lentils, vegetables, ghee",vegetarian,25,40,spicy,main course,Karnataka,South
Boiled Egg Chaat,"egg, onion, tomato, lemon juice",non vegetarian,10,10,tangy,snack,Delhi,North
Bombay Sandwich,"capsicum, potato, chutney, bread",vegetarian,10,5,savory,snack,Maharashtra,West
Boondi Ladoo,"gram flour, ghee, sugar syrup",vegetarian,25,30,sweet,dessert,Rajasthan,North
Boti Kebab,"mutton, yogurt, spices",non vegetarian,25,20,spicy,starter,Delhi,North
Butter Appam,"rice flour, butter, coconut milk",vegetarian,20,15,mild,breakfast,Kerala,South
Butter Besan Ladoo,"gram flour, butter, sugar",vegetarian,15,20,sweet,dessert,Rajasthan,North
Butter Chicken,"chicken, butter, milk, tomato",non vegetarian,25,40,spicy,main course,Punjab,North
Butter Chicken,"chicken, butter, tomato, cream, spices",non vegetarian,20,35,spicy,main course,Delhi,North
Butter Chicken Biryani,"rice, chicken, butter, spices",non vegetarian,30,45,spicy,main course,Delhi,North
Butter Chicken Pulao,"rice, chicken, butter, spices",non vegetarian,20,35,spicy,main course,Punjab,North
Butter Coconut Barfi,"coconut, butter, sugar, milk",vegetarian,20,20,sweet,dessert,Goa,West
Butter Corn Masala,"corn, butter, cream, spices",vegetarian,15,20,mild,main course,Punjab,North
Butter Dosa,"rice batter, butter, potato, spices",vegetarian,20,15,savory,breakfast,Karnataka,South
Butter Egg Curry,"egg, butter, tomato, spices",non vegetarian,15,25,spicy,main course,Punjab,North
Butter Fish Curry,"fish, butter, tomato, spices",non vegetarian,20,30,spicy,main course,Goa,West
Butter Garlic Naan,"flour, butter,  yogurt, yeast",vegetarian,25,15,savory,bread,Punjab,North
Butter Halwa,"semolina, butter, sugar, cardamom powder",vegetarian,10,20,sweet,dessert,Karnataka,South
Butter Idli,"idli, butter, curry leaves, spices",vegetarian,10,10,savory,breakfast,Tamil Nadu,South
Butter Jalebi,"flour, butter, sugar syrup",vegetarian,20,20,sweet,dessert,Uttar Pradesh,North
Butter Keema,"minced meat, butter, onion, spices",non vegetarian,20,30,spicy,main course,Hyderabad,South
Butter Kesari,"semolina, butter, sugar, saffron",vegetarian,10,20,sweet,dessert,Tamil Nadu,South
Butter Malpua,"flour, milk, butter, sugar syrup",vegetarian,20,25,sweet,dessert,Rajasthan,North
Butter Masala Dosa,"rice batter, butter, potato, spices",vegetarian,20,20,spicy,breakfast,Karnataka,South
Butter Modak,"rice flour, coconut, butter, jaggery",vegetarian,20,20,sweet,dessert,Maharashtra,West
Butter Mushroom,"mushroom, butter, tomato, spices",vegetarian,15,25,spicy,main course,Punjab,North
Butter Mysore Pak,"gram flour, butter, sugar",vegetarian,15,25,sweet,dessert,Karnataka,South
Butter Naan,"flour, butter, yogurt, yeast",vegetarian,25,15,savory,bread,Punjab,North
Butter Paratha,"whole wheat flour, butter, salt",vegetarian,20,15,savory,breakfast,Punjab,North
Butter Pinni,"wheat flour, butter, sugar, dry fruits",vegetarian,20,25,sweet,dessert,Punjab,North
Butter Pongal,"rice, lentils, butter, pepper",vegetarian,15,25,savory,breakfast,Tamil Nadu,South
Butter Prawn Masala,"prawn, butter, garlic, spices",non vegetarian,20,25,spicy,main course,Goa,West
Butter Roti,"whole wheat flour, butter, salt",vegetarian,15,10,savory,bread,Punjab,North
Butter Sandesh,"chhena, butter, sugar",vegetarian,20,10,sweet,dessert,West Bengal,East
Butter Sevai,"vermicelli, butter, vegetables, spices",vegetarian,10,15,savory,breakfast,Tamil Nadu,South
Butter Sheera,"semolina, butter, sugar, cardamom powder",vegetarian,10,20,sweet,dessert,Maharashtra,West
Butter Sweet Corn Soup,"corn, butter, milk, pepper",vegetarian,15,20,mild,soup,Delhi,North
Butter Upma,"semolina, butter, curry leaves, vegetables",vegetarian,10,15,savory,breakfast,Karnataka,South
Butter Uttapam,"rice batter, butter, onion, tomato",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Cabbage Peanut Poriyal,"Cabbage, peanut, coconut, green chilies",vegetarian ,10,15,spicy ,side dish ,Tamil Nadu ,South
Carrot Peanut Salad,"Carrot, peanut, lemon juice, coriander leaves",vegetarian ,10,0,tangy ,salad ,Maharashtra, West
Chaas,"yogurt, milk, cumin powder, salt",vegetarian,10,0,salty,beverage,Gujarat,West
Cham Cham,"chhena, milk, sugar syrup",vegetarian,30,25,sweet,dessert,West Bengal,East
Chana Dal Appe,"chana dal, curry leaves, mustard seeds",vegetarian,20,15,savory,snack,Karnataka,South
Chana Dal Badi Curry,"chana dal, tomato, onion, spices",vegetarian,20,30,spicy,main course,Rajasthan,North
Chana Dal Barfi,"chana dal, sugar, ghee, milk",vegetarian,20,30,sweet,dessert,Uttar Pradesh,North
Chana Dal Bhajiya,"chana dal, onion, chili, oil",vegetarian,20,15,spicy,snack,Gujarat,West
Chana Dal Biryani,"chana dal, rice, spices, onion",vegetarian,20,35,spicy,main course,Hyderabad,South
Chana Dal Chaat,"chana dal, onion, tomato, lemon juice",vegetarian,15,0,tangy,snack,Delhi,North
Chana Dal Chilla,"chana dal, ginger, green chili, cumin",vegetarian,20,15,savory,breakfast,Rajasthan,North
Chana Dal Curry,"chana dal, onion, tomato, spices",vegetarian,15,25,spicy,main course,Maharashtra,West
Chana Dal Cutlet,"chana dal, potato, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Chana Dal Dhokla,"chana dal, yogurt, ginger, green chili",vegetarian,25,20,savory,snack,Gujarat,West
Chana Dal Fry,"chana dal, onion, tomato, ghee",vegetarian,15,25,spicy,main course,Punjab,North
Chana Dal Ghugni,"chana dal, onion, tomato, spices",vegetarian,20,30,spicy,snack,West Bengal,East
Chana Dal Halwa,"chana dal, ghee, sugar, milk",vegetarian,20,40,sweet,dessert,Rajasthan,North
Chana Dal Handvo,"chana dal, rice, yogurt, spices",vegetarian,30,40,savory,snack,Gujarat,West
Chana Dal Idli,"chana dal, rice, salt",vegetarian,25,15,savory,breakfast,Tamil Nadu,South
Chana Dal Kachori,"chana dal, flour, spices, oil",vegetarian,30,20,spicy,snack,Rajasthan,North
Chana Dal Khichdi,"chana dal, rice, turmeric, ghee",vegetarian,15,25,mild,main course,Gujarat,West
Chana Dal Kofta,"chana dal, onion, spices, tomato gravy",vegetarian,25,35,spicy,main course,Punjab,North
Chana Dal Kosambari,"chana dal, cucumber, coconut, coriander",vegetarian,15,0,mild,salad,Karnataka,South
Chana Dal Ladoo,"chana dal, ghee, sugar, cardamom",vegetarian,20,20,sweet,dessert,Rajasthan,North
Chana Dal Muthia,"chana dal, wheat flour, spices",vegetarian,25,20,savory,snack,Gujarat,West
Chana Dal Nimona,"chana dal, peas, spices, ghee",vegetarian,20,30,spicy,main course,Uttar Pradesh,North
Chana Dal Pachadi,"chana dal, coconut, yogurt, curry leaves",vegetarian,15,10,mild,side dish,Kerala,South
Chana Dal Pakora,"chana dal, onion, spices, oil",vegetarian,20,15,spicy,snack,Punjab,North
Chana Dal Paratha,"chana dal, wheat flour, spices, ghee",vegetarian,25,20,savory,breakfast,Punjab,North
Chana Dal Payasam,"chana dal, jaggery, milk, cardamom",vegetarian,15,30,sweet,dessert,Kerala,South
Chana Dal Pithla,"chana dal, garlic, chili, spices",vegetarian,15,25,spicy,main course,Maharashtra,West
Chana Dal Poori,"chana dal, wheat flour, spices, oil",vegetarian,25,15,savory,breakfast,Uttar Pradesh,North
Chana Dal Pulao,"chana dal, rice, cumin, spices",vegetarian,15,25,savory,main course,Delhi,North
Chana Dal Rasam,"chana dal, tomato, tamarind, spices",vegetarian,15,20,spicy,soup,Tamil Nadu,South
Chana Dal Rice,"chana dal, rice, cumin, turmeric",vegetarian,15,25,mild,main course,Tamil Nadu,South
Chana Dal Sambar,"chana dal, vegetables, tamarind, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Chana Dal Sheera,"chana dal, ghee, sugar, cardamom",vegetarian,15,25,sweet,dessert,Maharashtra,West
Chana Dal Soup,"chana dal, carrot, cumin, pepper",vegetarian,15,25,mild,soup,Delhi,North
Chana Dal Sundal,"chana dal, coconut, curry leaves, mustard seeds",vegetarian,15,20,mild,snack,Tamil Nadu,South
Chana Dal Tadka,"chana dal, onion, tomato, garlic",vegetarian,15,25,spicy,main course,Punjab,North
Chana Dal Thepla,"chana dal, wheat flour, fenugreek",vegetarian,20,15,savory,breakfast,Gujarat,West
Chana Dal Tikki,"chana dal, potato, spices",vegetarian,20,15,savory,snack,Uttar Pradesh,North
Chana Dal Upma,"chana dal, semolina, vegetables",vegetarian,15,20,savory,breakfast,Karnataka,South
Chana Dal Usal,"chana dal, onion, coconut, spices",vegetarian,20,25,spicy,main course,Maharashtra,West
Chana Dal Uttapam,"chana dal, onion, tomato, spices",vegetarian,20,15,savory,breakfast,Tamil Nadu,South
Chana Dal Vada,"chana dal, onion, green chili, cumin",vegetarian,20,15,spicy,snack,Tamil Nadu,South
Cheese Bhel,"puffed rice, cheese, chutney, sev",vegetarian,10,0,tangy,snack,Maharashtra,West
Cheese Bhurji,"cheese, onion, tomato, spices",vegetarian,15,15,spicy,main course,Punjab,North
Cheese Biryani,"rice, cheese, spices, vegetables",vegetarian,25,35,spicy,main course,Hyderabad,South
Cheese Bread Roll,"bread, cheese, potato, spices",vegetarian,20,15,savory,snack,Uttar Pradesh,North
Cheese Butter Masala,"cheese, butter, tomato, cream",vegetarian,20,30,spicy,main course,Punjab,North
Cheese Chilla,"gram flour, cheese, onion",vegetarian,15,15,savory,breakfast,Rajasthan,North
Cheese Corn Balls,"corn, cheese, potato, spices",vegetarian,20,15,savory,starter,Delhi,North
Cheese Corn Chaat,"corn, cheese, lemon juice, spices",vegetarian,10,10,tangy,snack,Delhi,North
Cheese Corn Curry,"corn, cheese, cream, spices",vegetarian,20,25,spicy,main course,Punjab,North
Cheese Croquette,"cheese, potato, breadcrumbs",vegetarian,20,15,savory,starter,Goa,West
Cheese Curry,"cheese, tomato, onion, spices",vegetarian,15,25,spicy,main course,Punjab,North
Cheese Cutlet,"potato, cheese, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Cheese Dhokla,"gram flour, cheese, yogurt",vegetarian,20,20,savory,snack,Gujarat,West
Cheese Dosa,"rice batter, cheese, potato, spices",vegetarian,20,15,savory,breakfast,Karnataka,South
Cheese Frankie,"roti, cheese, vegetables, sauce",vegetarian,20,15,savory,snack,Maharashtra,West
Cheese Garlic Naan,"flour, cheese, garlic, butter",vegetarian,25,15,savory,bread,Punjab,North
Cheese Handvo,"rice, lentils, cheese, yogurt",vegetarian,25,40,savory,snack,Gujarat,West
Cheese Idli,"idli, cheese, spices",vegetarian,10,10,savory,breakfast,Tamil Nadu,South
Cheese Jalapeno Balls,"cheese, potato, jalapeno",vegetarian,20,15,spicy,starter,Delhi,North
Cheese Kathi Roll,"paratha, cheese, vegetables, sauce",vegetarian,20,15,savory,snack,West Bengal,East
Cheese Kofta,"cheese, potato, cream, spices",vegetarian,25,35,spicy,main course,Punjab,North
Cheese Korma,"cheese, cream, onion, spices",vegetarian,20,30,spicy,main course,Uttar Pradesh,North
Cheese Kulcha,"flour, cheese, butter, onion",vegetarian,25,15,savory,bread,Punjab,North
Cheese Maggi,"noodles, cheese, vegetables, spices",vegetarian,10,10,savory,snack,Delhi,North
Cheese Makhani,"cheese, butter, tomato, cream",vegetarian,20,30,spicy,main course,Delhi,North
Cheese Malai Curry,"cheese, cream, butter, spices",vegetarian,20,25,mild,main course,Punjab,North
Cheese Manchurian,"cheese, corn flour, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Cheese Masala Dosa,"rice batter, cheese, potato, spices",vegetarian,20,20,spicy,breakfast,Karnataka,South
Cheese Momos,"flour, cheese, vegetables",vegetarian,25,20,savory,snack,Sikkim,East
Cheese Naan,"flour, cheese, yogurt, butter",vegetarian,25,15,savory,bread,Punjab,North
Cheese Nachos Chaat,"nachos, cheese, onion, tomato",vegetarian,10,5,tangy,snack,Delhi,North
Cheese Omelette,"egg, cheese, butter, pepper",non vegetarian,10,10,savory,breakfast,Delhi,North
Cheese Pakora,"cheese, gram flour, spices",vegetarian,15,15,spicy,snack,Punjab,North
Cheese Paratha,"whole wheat flour, cheese, butter, spices",vegetarian,20,15,savory,breakfast,Punjab,North
Cheese Pav Bhaji,"mixed vegetables, cheese, pav bread, spices",vegetarian,20,30,spicy,main course,Maharashtra,West
Cheese Pizza Dosa,"rice batter, cheese, vegetables",vegetarian,20,20,savory,breakfast,Karnataka,South
Cheese Pulao,"rice, cheese, vegetables, spices",vegetarian,15,25,savory,main course,Delhi,North
Cheese Sandwich,"bread, cheese, butter, vegetables",vegetarian,10,5,savory,snack,Maharashtra,West
Cheese Sev Puri,"puri, cheese, chutney, sev",vegetarian,15,0,tangy,snack,Maharashtra,West
Cheese Shami Kebab,"cheese, lentils, spices",vegetarian,25,20,spicy,starter,Hyderabad,South
Cheese Spinach Curry,"spinach, cheese, cream, spices",vegetarian,20,25,spicy,main course,Punjab,North
Cheese Spring Roll,"flour wrapper, cheese, vegetables",vegetarian,25,15,savory,starter,Delhi,North
Cheese Stuffed Capsicum,"capsicum, cheese, vegetables",vegetarian,20,25,savory,main course,Delhi,North
Cheese Stuffed Mushroom,"mushroom, cheese, herbs",vegetarian,15,20,savory,starter,Delhi,North
Cheese Stuffed Tomato,"tomato, cheese, herbs",vegetarian,20,25,savory,main course,Kashmir,North
Cheese Thepla,"whole wheat flour, cheese, fenugreek",vegetarian,20,15,savory,breakfast,Gujarat,West
Cheese Tikka,"cheese, yogurt, spices",vegetarian,20,20,spicy,starter,Punjab,North
Cheese Toast,"bread, cheese, butter",vegetarian,5,10,savory,snack,Delhi,North
Cheese Upma,"semolina, cheese, vegetables",vegetarian,10,15,savory,breakfast,Karnataka,South
Cheese Uttapam,"rice batter, cheese, onion, tomato",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Cheese Vada Pav,"potato, cheese, pav bread, spices",vegetarian,20,15,spicy,snack,Maharashtra,West
Chhanar Dalna,"cottage cheese, mustard oil, spices",vegetarian,20,30,savory,main course,West Bengal,East
Chicken 65,"chicken, curry leaves, chili, spices",non vegetarian,20,20,spicy,starter,Tamil Nadu,South
Chicken Bhuna,"chicken, onion, tomato, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
Chicken Biryani,"chicken, rice, onion, spices",non vegetarian,30,45,spicy,main course,Hyderabad,South
Chicken Cafreal,"chicken, coriander, green chili, spices",non vegetarian,25,35,spicy,main course,Goa,West
Chicken Chaap,"chicken, yogurt, spices, ghee",non vegetarian,25,40,spicy,main course,West Bengal,East
Chicken Changezi,"chicken, tomato, cream, spices",non vegetarian,25,35,spicy,main course,Delhi,North
Chicken Chettinad,"chicken, coconut, pepper, spices",non vegetarian,25,40,spicy,main course,Tamil Nadu,South
Chicken Chilli,"chicken, capsicum, onion, sauces",non vegetarian,20,20,spicy,starter,Delhi,North
Chicken Chop,"chicken, potato, spices",non vegetarian,20,15,spicy,snack,West Bengal,East
Chicken Clear Soup,"chicken, pepper, herbs",non vegetarian,15,25,mild,soup,Delhi,North
Chicken Curry,"chicken, onion, tomato, spices",non vegetarian,20,35,spicy,main course,West Bengal,East
